RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
343,15000343,Davis,752,France,Male,26,0,130869.23,3,0,1,16147.88,0
344,15000344,Rodriguez,747,Spain,Female,44,1,138364.35,4,1,1,147054.94,0
345,15000345,Williams,448,Spain,Male,27,0,157971.31,2,1,0,125019.63,0
346,15000346,Williams,652,Spain,Female,43,2,16398.47,3,1,1,73025.58,0
347,15000347,Williams,847,Spain,Female,26,0,177625.05,4,0,0,17551.95,0
348,15000348,Rodriguez,803,Germany,Male,33,3,69058.87,3,0,1,57820.57,0
349,15000349,Rodriguez,469,France,Male,22,0,179610.44,3,0,0,110721.66,1
350,15000350,Williams,551,France,Female,70,5,116437.96,1,1,0,143172.82,0
351,15000351,Williams,538,France,Female,57,2,43415.46,2,0,1,111368.68,1
352,15000352,Martinez,673,Germany,Female,39,7,148050.74,1,0,0,23119.48,1
353,15000353,Garcia,589,Germany,Male,28,5,28597.01,3,0,0,80472.11,1
354,15000354,Jones,782,Germany,Female,20,6,28594.8,3,0,1,114697.17,0
355,15000355,Davis,799,France,Female,36,6,163062.87,3,0,1,41475.41,1
356,15000356,Jones,430,Germany,Male,25,4,135002.7,2,1,1,110291.7,1
357,15000357,Brown,386,Spain,Male,67,3,116019.85,1,1,1,10431.48,0
358,15000358,Smith,365,Spain,Female,49,0,9000.92,2,1,1,149380.46,1
359,15000359,Smith,641,France,Male,42,4,176002.13,1,0,1,136956.03,0
360,15000360,Johnson,709,Germany,Male,57,8,181729.53,1,1,1,29620.76,0
361,15000361,Rodriguez,693,Spain,Male,38,7,41309.67,4,0,0,82183.49,1
362,15000362,Davis,630,France,Female,36,7,63913.64,3,0,0,25284.29,1
363,15000363,Martinez,506,Spain,Female,65,5,133439.41,1,0,1,26816.17,0
364,15000364,Martinez,574,France,Female,54,5,166230.45,4,1,1,69791.69,1
365,15000365,Brown,601,Spain,Female,65,3,130275.2,1,0,0,134151.43,1
366,15000366,Garcia,809,Spain,Female,26,10,146152.01,1,0,1,120524.58,1
367,15000367,Martinez,548,Germany,Male,32,5,158517.05,1,0,1,149265.96,1
368,15000368,Williams,534,Spain,Female,24,3,152094.21,2,1,0,143217.94,0
369,15000369,Rodriguez,587,Spain,Male,28,10,110418.5,1,0,1,119508.33,1
370,15000370,Johnson,558,Germany,Female,48,1,78642.53,4,0,1,40115.03,1
371,15000371,Martinez,501,Spain,Male,19,7,14743.02,3,1,0,15687.23,0
372,15000372,Jones,542,Germany,Male,40,9,21379.15,3,0,0,31720.03,1
373,15000373,Brown,813,France,Female,29,3,60064.28,2,1,1,26042.22,1
374,15000374,Jones,850,France,Male,35,5,137394.41,1,0,0,115970.97,0
375,15000375,Smith,674,Germany,Female,24,1,41329.81,1,0,0,112522.25,0
376,15000376,Jones,471,France,Male,52,9,49670.5,1,1,1,109576.38,1
377,15000377,Williams,729,Germany,Male,59,3,937.83,4,1,0,120556.93,1
378,15000378,Johnson,489,France,Male,30,0,140072.96,1,1,0,38290.55,1
379,15000379,Davis,845,France,Male,66,1,110414.1,4,1,0,33409.82,1
380,15000380,Martinez,558,Spain,Female,66,7,101288.49,1,0,1,112375.68,1
381,15000381,Martinez,533,Germany,Female,39,8,125704.58,3,0,0,123391.62,1
382,15000382,Jones,384,Spain,Male,32,6,150469.56,3,0,0,55231.58,1
383,15000383,Martinez,520,France,Male,51,1,6277.23,4,1,1,149316.87,0
384,15000384,Brown,646,Spain,Male,20,1,36724.17,1,0,0,149504.01,1
385,15000385,Davis,636,France,Female,18,2,143281.48,4,0,0,120093.51,0
386,15000386,Johnson,850,Germany,Male,24,8,19473.89,4,1,1,117936.58,0
387,15000387,Rodriguez,649,France,Female,32,1,4475.4,4,0,0,142849.74,0
388,15000388,Davis,352,France,Male,38,0,86874.06,1,1,1,98925.57,0
389,15000389,Rodriguez,581,Germany,Female,45,10,122332.56,3,1,0,111527.17,0
390,15000390,Rodriguez,466,Spain,Male,29,7,132384.02,2,0,1,74025.45,0
391,15000391,Garcia,389,France,Female,33,8,194290.85,3,1,0,139471.78,1
392,15000392,Johnson,562,France,Male,62,6,156921.2,3,1,0,69053.17,0
393,15000393,Jones,381,Spain,Male,43,4,91783.74,2,0,1,138730.16,0
394,15000394,Jones,839,Spain,Female,62,4,28690.24,4,0,1,96495.88,0
395,15000395,Johnson,358,France,Female,56,8,160582.1,4,1,0,51351.37,0
396,15000396,Martinez,419,France,Male,21,10,85658.83,3,0,1,72781.47,1
397,15000397,Garcia,376,Spain,Male,62,6,97757.85,3,0,0,144956.59,0
398,15000398,Garcia,401,France,Male,70,2,116885.2,4,1,1,56337.56,1
399,15000399,Martinez,834,France,Male,27,0,173630.15,3,0,0,11132.92,1
400,15000400,Brown,648,Spain,Female,39,8,114165.97,3,1,0,38712.79,0
401,15000401,Davis,815,Germany,Female,42,6,109168.76,3,0,1,31097.15,0
402,15000402,Jones,844,France,Female,69,8,88267.01,3,1,0,65096.34,1
403,15000403,Williams,669,France,Male,64,10,19963.67,2,1,1,102265.99,0
404,15000404,Smith,704,France,Female,61,4,8180.82,1,0,0,108470.61,0
405,15000405,Johnson,836,Germany,Female,54,0,166646.15,2,1,0,45669.17,0
406,15000406,Jones,374,Spain,Female,45,3,158186.87,2,1,1,132719.15,0
407,15000407,Johnson,779,Spain,Male,26,1,86363.6,4,1,0,147532.28,1
408,15000408,Johnson,401,Spain,Male,37,3,41510.61,2,1,1,121835.53,0
409,15000409,Jones,843,Spain,Male,54,10,134433.05,2,0,0,66562.21,1
410,15000410,Jones,545,Germany,Female,49,2,130466.19,1,0,1,100735.34,0
411,15000411,Jones,392,France,Female,26,7,12086.67,3,0,1,23763.46,1
412,15000412,Smith,626,Germany,Female,40,9,154646.38,1,1,1,136521.64,1
413,15000413,Rodriguez,399,Germany,Female,66,8,97070.79,1,0,1,148784.52,0
414,15000414,Williams,397,Germany,Male,18,4,66380.7,3,0,0,86873.71,1
415,15000415,Jones,804,Germany,Female,42,0,105125.07,4,0,0,133098.32,1
416,15000416,Miller,480,France,Male,20,4,16344.81,3,0,0,121206.29,0
417,15000417,Davis,557,Spain,Female,47,10,42299.23,3,1,1,101529.71,0
418,15000418,Smith,717,Germany,Male,39,4,20157,4,1,0,128398.06,1
419,15000419,Williams,445,Germany,Male,70,10,24176,2,0,1,116080.09,0
420,15000420,Davis,434,Spain,Male,18,2,75651.89,4,1,0,96176.66,0
421,15000421,Brown,416,Germany,Female,53,5,97095.61,1,0,1,134215.3,1
422,15000422,Miller,588,France,Male,65,1,191794.86,3,1,0,31711.85,1
423,15000423,Johnson,595,Spain,Male,22,9,197656.84,2,0,1,37897.43,1
424,15000424,Johnson,497,Spain,Male,52,10,42070.99,2,1,1,139814,1
425,15000425,Martinez,431,Germany,Female,27,6,134503.52,4,0,1,46654.39,0
426,15000426,Martinez,629,France,Male,54,4,31524.93,4,1,0,135025.77,1
427,15000427,Garcia,839,Germany,Male,70,5,68183.1,1,0,0,63124.97,0
428,15000428,Garcia,816,Germany,Female,22,10,176219.29,3,0,0,69702.29,1
429,15000429,Davis,677,Spain,Male,27,0,96928.36,2,1,0,36861.34,1
430,15000430,Brown,841,Spain,Male,54,7,183123.82,2,0,1,53038.05,1
431,15000431,Martinez,481,Germany,Female,30,3,158302.62,4,1,0,146997.79,1
432,15000432,Miller,405,France,Male,61,9,161138.22,4,1,1,122381.8,0
433,15000433,Garcia,533,Germany,Male,41,4,118784.65,2,0,0,35317.13,1
434,15000434,Johnson,512,France,Female,51,0,20854.3,4,1,1,51219.21,1
435,15000435,Miller,692,Germany,Male,48,8,125361.88,4,0,1,11408.66,1
436,15000436,Rodriguez,684,Spain,Male,35,6,111311.52,3,0,0,101532.83,0
437,15000437,Rodriguez,625,Spain,Male,58,2,76521.68,2,1,1,16388.54,0
438,15000438,Rodriguez,683,France,Female,53,4,29054.23,4,1,1,24206.79,1
439,15000439,Martinez,779,Germany,Female,64,4,187476.71,2,0,1,148444.18,1
440,15000440,Jones,718,France,Male,47,6,195679.87,2,0,1,26881.88,0
441,15000441,Martinez,486,Spain,Male,49,7,123438.06,4,0,0,137352.85,0
442,15000442,Johnson,732,France,Female,70,1,117924.49,2,0,0,56152.02,0
443,15000443,Davis,744,Spain,Male,29,7,111131.27,2,1,1,69364.3,1
444,15000444,Williams,849,Germany,Male,34,5,155179.06,2,0,1,54283.92,0
445,15000445,Garcia,351,Germany,Female,46,8,51119.43,3,0,1,105682.07,1
446,15000446,Davis,420,Spain,Male,65,3,72398.99,4,0,1,89306.4,0
447,15000447,Garcia,529,Spain,Female,49,9,133808.96,1,1,1,100076.88,0
448,15000448,Martinez,495,Spain,Female,28,7,111185.21,1,0,0,20902.98,0
449,15000449,Rodriguez,698,Germany,Female,45,10,169994.06,1,1,1,37649.26,0
450,15000450,Garcia,429,France,Female,43,7,64513.97,1,0,0,55647.61,1
451,15000451,Williams,572,France,Female,53,1,104825.13,4,0,1,139075.31,1
452,15000452,Brown,378,France,Female,40,1,108896.12,4,0,0,34724.07,0
453,15000453,Rodriguez,636,Spain,Male,67,6,103103.86,1,1,1,98216.68,0
454,15000454,Jones,754,France,Male,19,6,61445.82,3,0,0,89648.59,1
455,15000455,Davis,696,France,Male,45,7,21332.09,1,1,1,21723.37,1
456,15000456,Davis,418,France,Female,42,2,80319.98,3,1,1,11118.91,1
457,15000457,Rodriguez,703,Spain,Male,23,4,56433.09,1,0,0,71625.11,1
458,15000458,Brown,397,Germany,Male,25,3,176086.02,2,0,0,27080.07,1
459,15000459,Davis,750,Germany,Male,19,5,129169.7,1,1,0,76440.15,0
460,15000460,Johnson,517,France,Female,43,5,5177.1,3,0,0,85395.03,0
461,15000461,Williams,358,France,Female,35,5,136338.75,4,0,0,144201.13,0
462,15000462,Miller,769,Germany,Female,43,8,140769.19,1,0,0,20998.4,1
463,15000463,Johnson,774,France,Male,39,9,57477.49,3,1,1,20874.43,0
464,15000464,Williams,757,Germany,Male,56,4,148043.33,4,1,1,44295.46,1
465,15000465,Davis,695,Spain,Male,50,6,147440.93,4,0,0,10026.68,1
466,15000466,Jones,575,Germany,Male,29,0,56216.79,4,1,1,57689.35,1
467,15000467,Williams,772,Spain,Male,48,2,26570.14,4,1,0,125825.76,1
468,15000468,Garcia,746,Spain,Female,52,1,37568.36,3,0,1,115168.59,1
469,15000469,Johnson,658,France,Female,21,2,18580.55,1,1,1,51835.49,1
470,15000470,Rodriguez,619,France,Male,33,4,129295.64,1,0,1,86535.82,1
471,15000471,Garcia,630,Germany,Male,30,1,25072.24,3,1,1,50063.64,1
472,15000472,Jones,831,Germany,Male,67,1,114136.5,2,0,1,32643.49,1
473,15000473,Martinez,520,Germany,Male,19,10,54935.17,3,1,0,113608.04,1
474,15000474,Rodriguez,806,Spain,Female,39,7,105210.91,1,0,0,11005.65,1
475,15000475,Williams,453,France,Female,39,10,133618.88,4,0,0,46211.57,1
476,15000476,Williams,749,Spain,Male,30,5,130513.66,3,1,1,65445.36,1
477,15000477,Miller,392,Germany,Female,46,3,177772.99,1,1,1,81340.24,0
478,15000478,Smith,432,France,Female,67,5,184808.99,3,1,0,41262.02,1
479,15000479,Smith,499,Spain,Male,55,10,18261.94,1,0,0,126733.63,0
480,15000480,Jones,521,Germany,Male,19,7,77844.95,1,0,1,124326.16,0
481,15000481,Johnson,544,Spain,Female,37,4,80929.66,4,0,1,12474.23,0
482,15000482,Rodriguez,550,Spain,Male,47,9,120454.08,2,0,0,47550.37,0
483,15000483,Davis,548,France,Female,36,7,173046.61,2,1,1,87515.08,1
484,15000484,Garcia,706,Spain,Female,36,0,6949.08,3,0,0,73337.66,0
485,15000485,Rodriguez,497,France,Male,55,7,142610.26,3,1,0,121750.31,0
486,15000486,Martinez,616,Germany,Female,69,6,28911.82,2,0,0,134039.23,1
487,15000487,Garcia,530,Germany,Male,40,3,144664.05,4,1,1,11521.74,0
488,15000488,Garcia,598,Germany,Female,35,3,80610.74,1,1,1,45458.79,1
489,15000489,Martinez,801,Spain,Male,23,1,83925.69,1,0,0,85284.04,0
490,15000490,Martinez,547,Germany,Female,62,10,195306.38,4,1,1,119418,1
491,15000491,Davis,606,France,Female,66,4,141649.22,2,1,1,31171.7,1
492,15000492,Brown,543,Spain,Male,45,5,82635.38,2,1,0,146410.74,1
493,15000493,Garcia,793,Germany,Female,48,4,17054.02,3,0,1,44277.48,1
494,15000494,Rodriguez,705,France,Male,44,2,77402.98,4,1,1,110825.95,1
495,15000495,Garcia,400,France,Female,37,0,145695.38,3,1,1,64772.07,0
496,15000496,Martinez,639,Germany,Female,65,8,146246.54,1,1,1,115184.99,1
497,15000497,Miller,766,France,Female,51,5,165120.16,4,0,0,60042.51,1
498,15000498,Brown,465,Spain,Female,40,7,15557.97,4,0,1,36559.65,0
499,15000499,Johnson,505,Spain,Male,55,8,100702.35,2,1,0,100972.48,1
500,15000500,Davis,838,Germany,Male,35,6,112977.6,3,1,0,110763.37,0
501,15000501,Davis,431,Spain,Male,68,1,126489.39,3,1,1,63991.48,0
502,15000502,Jones,697,Germany,Female,26,1,21115.22,2,0,1,72856.48,0
503,15000503,Garcia,465,Spain,Female,30,3,8985.44,3,0,1,106236.94,1
504,15000504,Davis,773,Germany,Female,33,1,17718.64,1,0,0,30721.67,0
505,15000505,Brown,834,France,Male,19,5,81083.17,1,1,0,102299.67,1
506,15000506,Smith,611,Germany,Female,60,0,38274.04,3,0,1,84751.39,1
507,15000507,Brown,719,Germany,Male,48,1,188478.27,4,1,1,37359.45,0
508,15000508,Jones,721,France,Male,40,2,139443.55,3,1,1,50570.21,1
509,15000509,Davis,663,France,Male,41,8,161015.17,3,1,0,103684.34,1
510,15000510,Jones,639,Germany,Female,51,9,175721.17,3,1,1,122279.36,1
511,15000511,Davis,527,Germany,Male,25,4,151880.37,2,1,0,148534.08,0
512,15000512,Smith,366,Spain,Male,64,0,137644.2,2,1,1,41783.68,1
513,15000513,Garcia,634,Spain,Female,20,6,128190.62,4,1,0,61223.96,1
514,15000514,Martinez,734,France,Male,22,8,55505.09,1,0,1,54238.17,0
515,15000515,Martinez,466,Germany,Female,62,2,58121.28,4,0,1,28448.08,0
516,15000516,Smith,524,France,Female,20,1,28116.25,3,1,1,138774.72,1
517,15000517,Martinez,629,Germany,Male,27,2,95656.42,2,1,1,110120.91,1
518,15000518,Smith,600,France,Male,44,7,63420.36,2,0,1,45895.71,0
519,15000519,Davis,715,France,Female,42,9,151625.85,1,0,1,16191.22,1
520,15000520,Miller,524,Germany,Female,62,6,89840.35,4,1,1,10313.02,0
521,15000521,Rodriguez,679,Spain,Female,40,4,165626.4,3,1,0,55820.37,0
522,15000522,Rodriguez,382,Spain,Female,55,4,193113.59,3,1,0,120026.07,0
523,15000523,Johnson,496,Spain,Female,18,4,64265.16,3,1,0,23334.52,0
524,15000524,Williams,365,Spain,Male,30,7,98167.91,2,0,1,58419.02,0
525,15000525,Rodriguez,660,Spain,Male,27,9,119041.85,2,1,0,88259.22,1
526,15000526,Smith,470,France,Male,54,6,27209.65,3,0,0,132848.68,0
527,15000527,Miller,386,Germany,Male,23,9,113579.11,2,0,0,113272.89,0
528,15000528,Jones,651,France,Female,33,1,42862.94,3,1,0,55434.88,1
529,15000529,Smith,482,Germany,Male,32,5,119597.47,4,0,1,147982.61,0
530,15000530,Rodriguez,503,France,Female,49,2,132263.08,2,1,0,50546.03,0
531,15000531,Davis,811,Germany,Female,65,8,80343.14,3,1,1,97238.17,1
532,15000532,Smith,468,Germany,Male,42,9,129180.99,2,1,0,103651.74,1
533,15000533,Martinez,663,Germany,Male,53,2,160538.61,2,1,0,69495.56,1
534,15000534,Johnson,736,Spain,Male,51,10,155042.85,2,0,0,47640.96,0
535,15000535,Miller,362,Spain,Male,54,2,39878.65,1,0,0,131809.17,0
536,15000536,Brown,355,France,Female,34,0,32698.33,4,1,0,12775.55,0
537,15000537,Davis,381,France,Male,61,6,112334.43,4,1,1,69073.17,0
538,15000538,Miller,385,Germany,Female,56,9,24235.28,1,1,1,85871.46,0
539,15000539,Johnson,358,Germany,Male,31,8,134152.58,3,1,1,138532.05,0
540,15000540,Davis,619,France,Female,39,4,66496.59,3,1,1,38711.82,1
541,15000541,Brown,834,Germany,Female,67,4,9274.59,4,1,1,95040.34,1
542,15000542,Brown,504,France,Female,46,7,171719.02,4,0,1,44251.12,0
543,15000543,Miller,520,Spain,Female,26,5,9132.29,3,1,1,57969.78,0
544,15000544,Davis,818,France,Female,29,6,63087.92,3,1,0,89071.27,1
545,15000545,Johnson,771,Germany,Male,69,0,46876.98,2,0,0,63217.26,0
546,15000546,Smith,554,Spain,Male,48,5,77827.21,2,1,0,119286.17,0
547,15000547,Brown,430,France,Female,31,8,5131.44,2,0,0,124732.19,1
548,15000548,Rodriguez,765,France,Male,63,6,13196.52,1,0,0,84518.33,1
549,15000549,Jones,409,France,Female,46,1,53226.08,1,0,0,149439.47,0
550,15000550,Williams,435,Spain,Male,68,10,77164.92,3,0,1,130911.08,1
551,15000551,Smith,850,Germany,Female,42,6,130750.69,3,1,0,76532.32,1
552,15000552,Martinez,399,Germany,Female,38,3,167031.24,4,0,1,125899.68,0
553,15000553,Jones,634,France,Female,22,7,23.02,4,1,1,91562.47,0
554,15000554,Johnson,399,France,Male,44,4,100943.46,2,0,0,89142.96,0
555,15000555,Rodriguez,530,Spain,Male,61,9,126185.37,4,0,1,147262.1,1
556,15000556,Williams,670,Spain,Female,38,6,89167.48,1,0,1,133697.18,1
557,15000557,Martinez,531,Spain,Male,46,7,7063.5,3,0,0,61751.57,1
558,15000558,Rodriguez,712,Spain,Female,52,5,1133.8,4,0,0,42444.22,1
559,15000559,Miller,799,Spain,Male,19,10,182171.01,1,1,1,84057.72,0
560,15000560,Brown,524,France,Male,23,8,184925.05,3,1,1,144492.45,1
561,15000561,Johnson,831,Spain,Female,63,0,84966.63,1,1,1,49659.95,0
562,15000562,Rodriguez,446,Spain,Male,68,2,98679.06,2,1,1,105599.38,1
563,15000563,Davis,353,Germany,Female,22,5,196467.09,2,0,1,106876.63,0
564,15000564,Rodriguez,419,Germany,Male,29,7,24595.12,4,0,0,134110.63,1
565,15000565,Martinez,465,Germany,Male,26,9,48271.53,1,1,1,99577.1,1
566,15000566,Miller,685,France,Male,47,3,136211.68,3,1,0,94250.67,1
567,15000567,Davis,654,France,Female,40,2,15071.96,4,0,1,75757.07,1
568,15000568,Brown,490,France,Female,23,5,6465.26,2,1,1,144457.38,0
569,15000569,Rodriguez,637,Spain,Female,43,1,36875.11,2,1,1,107259.95,0
570,15000570,Brown,733,France,Female,55,10,120435.92,3,0,0,37858.93,0
571,15000571,Garcia,525,Spain,Female,46,9,187560.62,4,1,1,126682.34,0
572,15000572,Martinez,789,France,Female,51,6,93518.76,3,1,0,75033.76,1
573,15000573,Johnson,533,Germany,Male,57,8,101856.47,3,0,1,140260.74,1
574,15000574,Miller,803,Spain,Male,53,6,158002.54,4,0,0,14320.47,1
575,15000575,Smith,663,Spain,Male,58,5,38790.45,1,0,1,96565.88,0
576,15000576,Miller,737,Spain,Male,48,3,123829.91,2,0,1,76648.51,1
577,15000577,Miller,702,France,Male,45,5,175375.73,4,1,0,125977.57,1
578,15000578,Martinez,683,Spain,Female,23,7,29059.99,4,0,1,91331.16,1
579,15000579,Miller,435,France,Male,34,5,135499.83,3,0,0,137218.93,0
580,15000580,Miller,492,Germany,Male,47,10,107622.18,4,1,0,79515.8,1
581,15000581,Johnson,662,Spain,Male,64,3,150975.31,3,0,1,68179.89,0
582,15000582,Miller,588,Spain,Male,37,7,145503.75,4,1,0,16442.9,1
583,15000583,Davis,454,France,Male,24,9,84279.25,2,1,1,43444.91,0
584,15000584,Smith,846,France,Male,22,3,150847.54,1,1,0,92279.8,1
585,15000585,Martinez,525,France,Female,61,6,125271.26,2,1,0,49245.62,1
586,15000586,Jones,652,Spain,Female,42,4,29560.13,1,1,1,96502.88,0
587,15000587,Smith,587,Germany,Female,27,10,194558.96,3,0,1,30989.7,0
588,15000588,Miller,535,Spain,Male,42,8,95089.82,4,1,0,137369.46,0
589,15000589,Garcia,836,Spain,Female,19,10,95747.12,1,1,0,84155.44,0
590,15000590,Miller,520,Germany,Male,23,0,156140.66,2,1,0,94642.86,1
591,15000591,Garcia,461,Germany,Female,41,1,149633.29,4,0,1,16570.95,0
592,15000592,Jones,555,Spain,Female,26,1,172912.59,4,1,1,116083.72,1
593,15000593,Miller,762,France,Male,21,3,65822.9,2,1,1,111659.69,0
594,15000594,Garcia,395,Germany,Female,53,0,162556.99,3,1,1,32346.05,0
595,15000595,Williams,714,France,Male,60,4,141789.87,3,0,1,29709.39,0
596,15000596,Smith,722,Germany,Female,43,0,43095.73,1,1,0,75445.1,0
597,15000597,Davis,588,Germany,Male,60,8,74208.22,3,1,1,66564.97,1
598,15000598,Johnson,839,France,Male,51,7,182524.5,4,0,1,50455.74,0
599,15000599,Brown,621,Spain,Female,66,3,79298.78,2,0,1,81977.09,0
600,15000600,Smith,588,France,Male,42,4,168971.34,2,0,0,65424.11,1
601,15000601,Johnson,500,France,Female,26,9,145975.68,2,0,0,77801.16,1
602,15000602,Johnson,613,France,Female,27,10,31855.67,1,1,0,111244.65,1
603,15000603,Garcia,365,Germany,Male,33,10,44626.13,4,0,0,72150.02,0
604,15000604,Davis,569,France,Male,55,1,23302.25,3,0,1,64902.59,0
605,15000605,Jones,726,Germany,Male,25,4,65662.36,2,0,0,97983.25,0
606,15000606,Brown,586,Spain,Female,39,8,186307.04,4,1,1,37268.45,0
607,15000607,Brown,560,France,Female,33,4,101197.87,3,0,0,118297.44,0
608,15000608,Martinez,751,Spain,Male,64,10,22061.18,1,0,1,83065.08,0
609,15000609,Rodriguez,763,Germany,Male,41,10,42160.48,3,1,0,106713.7,0
610,15000610,Jones,648,Spain,Male,67,5,68356.84,4,0,0,60993.87,1
611,15000611,Martinez,593,Spain,Female,58,4,100538.21,2,1,1,35787.67,1
612,15000612,Smith,389,France,Male,53,7,84047.93,4,0,0,40095.5,1
613,15000613,Smith,492,France,Female,46,2,164163.06,4,0,1,128855.19,0
614,15000614,Garcia,543,Spain,Male,19,0,180114.07,4,1,0,42857.18,0
615,15000615,Garcia,559,Spain,Male,30,5,15632.63,2,0,0,40541.21,1
616,15000616,Miller,841,France,Male,30,8,167243.77,3,0,0,124048,1
617,15000617,Smith,597,France,Female,49,8,188221.33,4,1,1,44565.55,0
618,15000618,Davis,425,Spain,Female,44,8,83478.26,1,1,1,106185.76,0
619,15000619,Garcia,599,France,Female,40,3,4123.17,1,0,1,134716.07,0
620,15000620,Miller,800,Spain,Male,34,9,38581.36,1,1,1,73831.98,0
621,15000621,Miller,370,Spain,Male,55,10,164100.79,2,1,0,22824.25,1
622,15000622,Miller,499,Spain,Male,31,5,152162.28,1,1,0,84032.48,0
623,15000623,Brown,721,Germany,Male,70,2,71358.15,3,1,1,110340.47,0
624,15000624,Brown,470,Germany,Male,65,2,15381.4,1,0,0,37310.44,0
625,15000625,Martinez,822,Spain,Male,49,10,69318.85,2,1,1,18838.68,1
626,15000626,Davis,672,Spain,Female,20,10,2892.29,4,0,0,76156.51,0
627,15000627,Davis,822,France,Male,56,10,147077.5,2,0,1,149625.64,0
628,15000628,Rodriguez,563,France,Male,60,5,182374.26,3,0,0,106779.58,1
629,15000629,Martinez,383,Germany,Female,26,0,163994.7,4,0,1,100232.39,1
630,15000630,Garcia,721,France,Male,61,6,93292.3,2,0,0,47912.43,1
631,15000631,Davis,841,Germany,Female,35,3,88608.86,1,1,1,16272.9,1
632,15000632,Brown,714,Spain,Female,36,2,196754.48,3,1,0,100712.44,0
633,15000633,Jones,836,France,Male,45,3,155182.06,4,1,1,94120.26,0
634,15000634,Martinez,687,Germany,Male,60,6,175260.02,1,1,1,103718.22,0
635,15000635,Davis,491,Spain,Male,61,6,56859.4,2,0,0,109737,1
636,15000636,Rodriguez,457,France,Male,18,4,94915.81,1,1,0,133153.97,0
637,15000637,Smith,569,France,Male,20,9,182053.38,2,1,1,143374.27,0
638,15000638,Brown,584,France,Female,38,10,173397.83,2,1,0,73929.12,0
639,15000639,Rodriguez,800,Germany,Male,32,10,191812.26,2,0,0,41358.74,0
640,15000640,Davis,396,Spain,Female,38,4,121945.6,1,0,1,127574.53,1
641,15000641,Brown,767,France,Male,47,3,144483.76,4,1,0,69662.88,0
642,15000642,Garcia,373,Germany,Female,29,9,46024,2,1,1,95010.67,1
643,15000643,Davis,761,Spain,Male,38,10,164480.74,3,0,1,45018.15,0
644,15000644,Jones,434,Germany,Female,48,0,10598.61,3,0,1,11230.01,1
645,15000645,Miller,735,Germany,Female,47,2,88084.96,4,1,0,135222.13,0
646,15000646,Brown,747,France,Female,25,6,89571.26,4,1,0,147152.87,0
647,15000647,Garcia,404,France,Male,41,9,101322.76,2,1,1,123053.59,0
648,15000648,Martinez,452,Spain,Female,23,6,181863.05,2,0,1,90435.79,1
649,15000649,Brown,495,Germany,Female,23,3,84679.99,2,1,1,94019.28,1
650,15000650,Johnson,788,France,Male,18,10,188104.09,3,1,1,11208.58,0
651,15000651,Martinez,654,Spain,Male,54,5,10835.86,3,1,0,89183.51,0
652,15000652,Jones,818,Germany,Female,52,10,23268.53,2,1,0,14600.93,0
